年,週番号,開始日,終了日,保健所,インフルエンザ,RSウイルス感染症,咽頭結膜熱,Ａ群溶血性レンサ球菌咽頭炎,感染性胃腸炎,水痘,手足口病,伝染性紅斑,突発性発しん,百日咳,ヘルパンギ｜ナ,流行性耳下腺炎,不明発しん症,川崎病,急性出血性結膜炎,流行性角結膜炎,細菌性髄膜炎*,無菌性髄膜炎,マイコプラズマ肺炎,クラミジア肺炎(オウム病は除く),感染性胃腸炎／ロタウイルス,インフルエンザ入院,新型コロナウイルス感染症／COVID|19,COVID|19入院,急性呼吸器感染症／ARI
2025,33,2025-08-11,2025-08-17,練馬区,0.36,0.88,0.38,1.38,5.0,0.25,0.75,,0.88,,0.25,0.13,0.25,,,,,,,,,,4.0,,48.0
2025,33,2025-08-11,2025-08-17,足立,,1.1,0.1,0.5,2.3,,,0.8,0.5,,0.6,,,,,,,,,,,,6.13,,41.73
2025,33,2025-08-11,2025-08-17,葛飾区,0.31,,,0.38,1.5,,,,,,0.25,,,,,,,,2.0,,,,2.69,4.0,12.38
2025,33,2025-08-11,2025-08-17,江戸川,0.07,0.56,0.67,0.78,1.78,0.11,0.89,,0.11,,1.0,,0.22,,,,,,,,,,5.21,,31.93
2025,33,2025-08-11,2025-08-17,八王子市,,1.0,0.22,2.22,4.67,0.56,0.67,0.33,0.78,,1.56,,0.22,0.11,,3.0,,,,,,,4.69,5.0,97.92
2025,33,2025-08-11,2025-08-17,町田市,0.31,1.88,0.38,3.13,14.63,0.88,1.25,0.63,0.63,,2.63,0.38,0.5,,,,,,,,,,3.38,,82.54
2025,33,2025-08-11,2025-08-17,西多摩,,,,0.38,1.25,0.13,,,,,0.38,,,,,,,,4.0,,,,4.64,3.0,14.93
2025,33,2025-08-11,2025-08-17,南多摩,0.09,0.71,0.14,1.71,4.14,0.14,,0.43,,,0.43,,0.14,,,,,,,,,,7.27,,48.82
2025,33,2025-08-11,2025-08-17,多摩立川,1.2,0.22,0.11,2.89,1.56,0.22,0.22,0.11,,,0.33,,0.11,,,,,,,,,,3.13,9.0,26.2
2025,33,2025-08-11,2025-08-17,多摩府中,0.09,0.38,0.19,1.0,3.05,0.29,0.38,0.29,0.1,,1.14,0.1,0.48,,,0.33,,,1.33,,,0.33,2.36,4.67,30.85
2025,33,2025-08-11,2025-08-17,多摩小平,0.18,1.45,1.09,1.18,6.64,0.36,0.55,0.36,1.0,,1.27,,,,,0.5,,,1.5,,,0.5,4.06,7.0,42.47
2025,33,2025-08-11,2025-08-17,島しょ,0.5,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,20.5
2025,34,2025-08-18,2025-08-24,報告数/定点数,0.28,0.71,0.2,1.45,4.34,0.3,0.47,0.33,0.39,,1.51,0.05,0.22,0.02,,1.24,0.08,0.08,0.36,0.04,,0.12,4.75,3.68,41.9
2025,34,2025-08-18,2025-08-24,千代田,0.25,,,1.33,2.67,,,0.33,,,,,0.33,,,,,,0.5,,,,6.25,4.0,25.25
2025,34,2025-08-18,2025-08-24,中央区,0.6,,,1.0,4.67,0.33,,0.33,0.33,,2.33,,,0.33,,2.0,,,,,,,3.8,,44.6
2025,34,2025-08-18,2025-08-24,みなと,0.56,0.67,0.33,1.33,2.83,0.17,0.17,,0.33,,1.0,,,,,,,,,,,1.0,2.78,4.0,46.89
2025,34,2025-08-18,2025-08-24,新宿区,,0.67,,0.67,3.5,,0.33,,0.17,,0.5,,,,,1.0,,,,,,,3.44,4.0,15.78
2025,34,2025-08-18,2025-08-24,文京,0.8,,,0.33,3.67,0.67,,,,,1.0,0.33,,,,2.0,,,,,,,3.6,3.0,57.6
2025,34,2025-08-18,2025-08-24,台東,0.14,0.5,0.25,1.0,9.0,,0.5,,1.0,,3.5,,0.75,,,,,,,,,,2.43,,51.29
2025,34,2025-08-18,2025-08-24,墨田区,0.38,0.4,0.2,0.8,3.4,0.2,0.4,0.2,0.2,,0.6,,0.2,,,,,,1.0,,,,8.38,5.0,23.13
2025,34,2025-08-18,2025-08-24,江東区,0.07,1.22,0.11,0.44,7.33,0.33,1.33,0.33,0.56,,2.44,0.22,,,,1.0,,,,,,,2.57,,46.71
2025,34,2025-08-18,2025-08-24,品川区,0.33,0.13,0.25,1.0,2.63,0.13,1.0,0.13,0.75,,0.75,0.13,,,,1.0,,,,,,,3.75,,27.33
2025,34,2025-08-18,2025-08-24,目黒区,0.38,0.6,,0.8,3.4,,1.4,,0.6,,0.8,,0.8,,,,,,,,,,4.25,,31.38
2025,34,2025-08-18,2025-08-24,大田区,0.1,1.08,0.23,2.0,2.85,0.08,1.0,0.23,0.38,,1.08,,0.08,,,1.5,,,,,,,3.67,2.0,25.48
2025,34,2025-08-18,2025-08-24,世田谷,0.5,0.5,0.36,0.86,2.64,0.07,0.14,0.36,0.14,,2.14,,,,,2.0,0.5,,0.5,0.5,,,4.14,4.5,34.55
2025,34,2025-08-18,2025-08-24,渋谷区,0.29,0.75,,,0.25,0.25,0.25,0.25,,,,,,,,10.0,,,,,,,3.29,5.0,21.29
2025,34,2025-08-18,2025-08-24,中野区,0.88,0.33,,3.83,4.33,,0.67,0.33,0.5,,0.83,0.33,,,,1.0,,,,,,,3.5,,90.38
2025,34,2025-08-18,2025-08-24,杉並,0.53,0.55,0.09,0.36,2.27,0.09,,,0.18,,1.36,,,0.18,,1.0,,,,,,,4.29,1.5,29.82
2025,34,2025-08-18,2025-08-24,池袋,0.29,3.0,,0.75,1.0,,0.25,,1.0,,2.25,,,,,,,,1.0,,,,4.43,,59.0
2025,34,2025-08-18,2025-08-24,北区,0.91,1.71,,1.86,4.29,0.57,0.29,0.86,1.0,,0.57,,,,,1.0,,,,,,,6.55,,45.91
2025,34,2025-08-18,2025-08-24,荒川区,0.57,4.25,0.5,2.5,6.0,0.75,0.5,,0.25,,3.5,,0.75,,,2.0,,,,,,,6.0,,49.29
2025,34,2025-08-18,2025-08-24,板橋区,0.13,0.2,0.2,1.3,3.3,0.2,0.1,,0.3,,0.5,,0.2,,,0.5,,,,,,,6.53,1.0,39.27
2025,34,2025-08-18,2025-08-24,練馬区,0.15,0.67,0.17,1.5,3.25,1.33,0.42,0.08,0.25,,2.08,,0.25,,,1.0,,,,,,,5.5,,36.95
2025,34,2025-08-18,2025-08-24,足立,0.16,1.0,0.69,1.69,4.46,0.23,0.38,0.85,0.54,,0.54,0.08,0.08,,,1.0,,,,,,,5.63,,51.58
2025,34,2025-08-18,2025-08-24,葛飾区,0.15,0.25,,0.75,2.75,0.25,0.13,0.13,0.13,,0.5,0.13,,,,,,,2.0,,,,2.46,2.0,36.46
2025,34,2025-08-18,2025-08-24,江戸川,0.06,0.9,1.0,1.4,3.6,0.6,0.9,0.2,0.7,,1.4,,,,,4.0,,,,,,,6.82,,45.71
2025,34,2025-08-18,2025-08-24,八王子市,0.27,0.44,0.22,2.11,5.78,0.56,0.11,0.78,0.56,,2.89,,0.11,,,0.5,,,,,,,6.73,2.0,61.27
2025,34,2025-08-18,2025-08-24,町田市,0.62,1.5,0.38,4.63,18.0,0.38,1.88,1.0,0.88,,3.63,0.38,1.0,,,,,,,,,,5.85,,104.38
2025,34,2025-08-18,2025-08-24,西多摩,,,0.13,0.75,2.63,0.13,,0.13,0.25,,1.25,,,,,,,,1.0,,,,4.93,5.0,18.14
2025,34,2025-08-18,2025-08-24,南多摩,0.09,0.38,,0.25,3.38,0.13,0.38,0.75,0.38,,0.5,,0.25,,,,,,,,,,4.55,,33.73
2025,34,2025-08-18,2025-08-24,多摩立川,0.19,0.14,,1.93,3.14,0.21,0.36,0.43,0.07,,1.43,0.07,0.21,,,1.5,,,,,,1.0,4.1,5.0,32.24
2025,34,2025-08-18,2025-08-24,多摩府中,0.06,0.86,0.14,1.38,4.48,0.19,0.29,0.38,0.38,,2.24,0.05,0.76,0.1,,,,0.33,,,,0.33,4.27,6.0,43.94
2025,34,2025-08-18,2025-08-24,多摩小平,0.36,0.36,0.07,2.64,7.64,0.71,0.64,0.64,0.36,,1.86,,0.36,,,,0.5,0.5,1.0,,,,5.27,6.0,48.32
2025,34,2025-08-18,2025-08-24,島しょ,,,,,,,,,,,2.0,,,,,,,,,,,,12.0,,26.5
2025,35,2025-08-25,2025-08-31,報告数/定点数,0.24,1.21,0.27,1.54,4.28,0.25,0.57,0.32,0.25,,1.51,0.07,0.13,0.02,,0.87,,,0.36,,0.04,0.16,4.63,3.6,45.01
2025,35,2025-08-25,2025-08-31,千代田,0.5,0.33,,1.33,2.0,,,,0.33,,,,,,,,,,,,,,6.0,,28.75
2025,35,2025-08-25,2025-08-31,中央区,0.2,1.0,,0.67,9.0,,1.67,,,,2.0,,,,,1.0,,,,,,,1.6,,39.8
2025,35,2025-08-25,2025-08-31,みなと,0.67,1.83,0.33,0.67,3.67,0.17,0.5,,0.17,,1.0,0.67,0.17,,,,,,,,,2.0,3.0,2.0,36.56
2025,35,2025-08-25,2025-08-31,新宿区,0.25,0.63,0.13,0.63,1.63,0.25,0.13,,,,0.13,,,,,1.5,,,,,,,5.25,4.0,22.08
2025,35,2025-08-25,2025-08-31,文京,0.29,1.0,0.5,1.75,6.0,0.25,,0.5,0.25,,1.25,,,,,,,,,,,,4.14,5.0,64.86
2025,35,2025-08-25,2025-08-31,台東,,0.75,0.5,0.5,13.0,0.25,1.25,1.0,0.25,,3.5,,0.25,,,,,,,,,,3.43,,49.43
2025,35,2025-08-25,2025-08-31,墨田区,,1.0,,0.6,2.8,,0.2,,,,1.0,,0.4,,,,,,1.0,,,1.0,7.88,2.0,17.5
2025,35,2025-08-25,2025-08-31,江東区,0.71,1.33,,1.89,6.78,0.22,1.0,0.22,0.44,,2.56,,0.11,0.11,,1.0,,,,,,,3.0,,48.43
2025,35,2025-08-25,2025-08-31,品川区,0.17,0.38,,1.13,2.75,0.25,0.5,0.13,0.38,,1.75,0.13,,,,,,,,,,,3.42,,29.67
2025,35,2025-08-25,2025-08-31,目黒区,0.13,0.4,,1.4,4.6,0.2,1.0,0.2,0.2,,1.8,,0.4,0.2,,,,,,,,,4.25,,34.0
2025,35,2025-08-25,2025-08-31,大田区,0.19,1.85,0.69,2.54,4.15,,0.38,0.23,0.31,,0.77,0.23,,,,0.5,,,1.0,,,,4.57,1.0,33.57
2025,35,2025-08-25,2025-08-31,世田谷,0.17,1.2,0.2,1.13,2.2,0.27,0.47,0.27,0.13,,1.13,0.13,,,,2.0,,,,,,,3.25,4.0,41.33
2025,35,2025-08-25,2025-08-31,渋谷区,0.14,0.75,,,2.75,0.25,,,,,1.0,,,,,2.0,,,,,,,3.86,18.0,31.43
2025,35,2025-08-25,2025-08-31,中野区,,0.5,,1.67,3.33,0.17,1.67,0.33,0.33,,0.67,,,,,,,,,,,,6.0,,74.6
2025,35,2025-08-25,2025-08-31,杉並,0.12,1.64,,0.18,3.18,,0.64,0.09,0.09,,0.27,0.09,0.09,,,,,,,,0.5,,4.06,2.5,30.47
2025,35,2025-08-25,2025-08-31,池袋,0.38,3.2,,0.4,1.4,,0.4,,,,3.4,,,,,1.0,,,1.0,,,,5.75,,56.88
2025,35,2025-08-25,2025-08-31,北区,0.18,1.43,0.29,2.86,5.57,0.57,2.57,0.86,1.29,,0.29,,0.14,,,,,,,,,,6.64,,51.18
2025,35,2025-08-25,2025-08-31,荒川区,0.86,4.75,0.25,1.25,4.0,,0.5,0.25,0.25,,,,,,,3.0,,,,,,,4.43,,50.14
2025,35,2025-08-25,2025-08-31,板橋区,0.06,0.7,,0.7,2.5,0.1,0.3,0.2,0.2,,0.8,,,,,1.0,,,,,,,4.63,2.0,36.5
2025,35,2025-08-25,2025-08-31,練馬区,0.38,0.69,0.54,1.08,2.92,0.23,0.08,0.08,0.15,,1.85,,0.15,,,2.0,,,,,,,4.9,,37.14
2025,35,2025-08-25,2025-08-31,足立,0.15,1.85,0.92,0.54,2.15,0.15,0.85,0.85,0.38,,1.15,,,0.08,,0.5,,,,,,,5.05,,50.05
2025,35,2025-08-25,2025-08-31,葛飾区,,0.88,,0.88,4.13,,0.13,0.25,0.13,,0.5,,0.13,,,,,,2.0,,,,3.31,10.0,36.15
2025,35,2025-08-25,2025-08-31,江戸川,0.11,1.42,0.67,1.83,3.33,0.58,0.67,,0.33,,1.83,,0.33,,,2.5,,,,,,,5.05,,51.84
2025,35,2025-08-25,2025-08-31,八王子市,0.06,0.73,0.36,3.64,5.45,0.27,0.27,1.0,0.27,,2.91,,0.09,0.09,,,,,,,,,5.06,4.0,91.18
2025,35,2025-08-25,2025-08-31,町田市,,3.13,0.38,5.13,15.0,2.13,0.5,1.63,0.75,,3.63,0.13,0.13,,,,,,,,,,6.23,,93.46
2025,35,2025-08-25,2025-08-31,西多摩,,,,0.63,2.0,0.13,,,,,0.38,,0.13,,,,,,,,,,3.5,2.0,17.43
2025,35,2025-08-25,2025-08-31,南多摩,0.14,,0.33,0.44,3.89,0.22,0.11,0.33,0.22,,0.67,,,,,,,,,,,,5.36,,46.07
2025,35,2025-08-25,2025-08-31,多摩立川,0.38,0.57,0.07,1.93,3.21,0.14,0.93,0.21,,,2.29,,0.36,,,1.5,,,,,,,3.9,3.0,33.62
2025,35,2025-08-25,2025-08-31,多摩府中,0.3,1.0,0.38,2.24,5.38,0.05,0.67,0.33,0.19,,2.67,0.19,0.48,,,0.67,,,,,,0.33,5.88,2.33,54.45
2025,35,2025-08-25,2025-08-31,多摩小平,0.65,2.07,0.13,2.27,6.13,0.53,0.4,0.2,0.4,,1.73,0.13,0.07,,,0.5,,,2.0,,,,4.0,6.0,44.39
2025,35,2025-08-25,2025-08-31,島しょ,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,9.5,1.0,34.5
2025,36,2025-09-01,2025-09-07,報告数/定点数,0.39,1.37,0.27,1.68,4.87,0.23,0.59,0.29,0.33,,1.41,0.05,0.13,0.02,,1.1,,,0.64,0.08,,0.08,3.98,2.88,46.57
2025,36,2025-09-01,2025-09-07,千代田,,0.33,,1.0,2.67,,,,,,0.67,,,,,,,,,,,,6.0,1.5,32.0
2025,36,2025-09-01,2025-09-07,中央区,,1.33,,0.33,11.33,,1.67,,0.33,,1.33,,,,,3.0,,,,,,,1.4,,33.6
2025,36,2025-09-01,2025-09-07,みなと,0.67,0.5,0.33,0.83,3.33,0.33,1.0,,,,1.33,,0.17,,,,,,,1.0,,,2.78,2.0,37.44
2025,36,2025-09-01,2025-09-07,新宿区,0.25,0.88,0.13,0.5,2.75,,,,0.38,,0.25,,,,,0.5,,,,,,,3.0,2.0,26.75
2025,36,2025-09-01,2025-09-07,文京,0.71,1.25,0.5,1.25,6.0,,0.25,0.25,,,2.0,,,,,,,,,,,,3.43,5.0,62.14
2025,36,2025-09-01,2025-09-07,台東,0.14,0.75,,3.25,13.25,0.25,1.25,0.75,0.25,,3.75,,0.25,,,,,,,,,,3.57,,49.0
2025,36,2025-09-01,2025-09-07,墨田区,0.13,0.4,0.4,0.4,2.6,0.2,0.8,,0.2,,0.8,,,,,,,,2.0,,,2.0,4.0,2.0,19.25
2025,36,2025-09-01,2025-09-07,江東区,2.5,1.56,1.0,1.22,8.89,0.11,0.89,0.11,0.33,,2.22,,0.11,,,2.0,,,,,,,3.79,,61.29
2025,36,2025-09-01,2025-09-07,品川区,0.25,0.75,0.13,1.0,1.88,0.25,0.25,0.25,0.13,,1.13,,,,,,,,,,,,2.58,,25.42
2025,36,2025-09-01,2025-09-07,目黒区,,3.0,,1.4,2.4,,0.6,,0.4,,0.8,,0.4,,,,,,,,,,3.75,,32.13
2025,36,2025-09-01,2025-09-07,大田区,,2.85,0.62,2.15,5.15,,1.0,0.69,0.31,,1.0,0.08,,,,1.0,,,1.0,,,,3.48,1.0,32.14
2025,36,2025-09-01,2025-09-07,世田谷,0.08,1.2,0.27,0.73,3.47,0.2,0.4,0.27,0.2,,1.33,0.07,0.27,,,4.5,,,,,,,3.17,2.0,42.54
2025,36,2025-09-01,2025-09-07,渋谷区,0.29,,,0.25,5.25,,1.0,,0.5,,1.5,,0.25,,,1.0,,,,,,,4.86,5.0,31.57
2025,36,2025-09-01,2025-09-07,中野区,0.7,1.0,0.17,2.0,4.83,0.33,1.67,,0.33,,1.17,,,0.17,,,,,,,,,3.3,,73.6
2025,36,2025-09-01,2025-09-07,杉並,0.12,1.09,0.09,0.55,3.91,0.09,0.36,,0.27,,0.27,0.09,0.18,0.09,,1.0,,,0.5,,,,3.06,1.0,27.71
2025,36,2025-09-01,2025-09-07,池袋,,1.6,0.2,0.8,3.2,0.2,0.2,0.4,0.4,,3.0,,,,,,,,,,,,5.5,,49.5
2025,36,2025-09-01,2025-09-07,北区,0.09,2.0,,3.29,5.86,0.57,2.57,0.14,0.57,,1.71,,,,,1.0,,,,,,,4.82,,46.36
2025,36,2025-09-01,2025-09-07,荒川区,1.0,3.0,0.5,1.5,9.25,0.25,2.0,0.25,0.75,,2.25,,0.25,0.25,,3.0,,,,,,,3.43,,57.0
2025,36,2025-09-01,2025-09-07,板橋区,0.25,0.7,0.1,0.6,2.3,,0.4,0.1,0.2,,0.5,,0.2,,,3.5,,,1.0,1.0,,,3.31,2.0,31.81
2025,36,2025-09-01,2025-09-07,練馬区,0.62,0.69,0.31,1.23,6.31,0.77,0.23,,0.54,,1.23,0.08,0.31,,,1.0,,,,,,,5.48,,36.0
2025,36,2025-09-01,2025-09-07,足立,0.05,3.0,0.69,2.77,3.15,0.08,0.31,0.31,0.31,,0.85,,,,,0.5,,,,,,,4.55,,53.35
2025,36,2025-09-01,2025-09-07,葛飾区,0.23,0.13,,0.63,4.13,0.38,0.38,,0.38,,1.13,,,,,,,,2.0,,,,3.0,6.0,33.31
2025,36,2025-09-01,2025-09-07,江戸川,0.42,1.75,0.67,2.0,2.58,0.25,0.17,0.08,0.25,,1.5,,0.08,0.08,,1.5,,,,,,,4.58,,49.47
2025,36,2025-09-01,2025-09-07,八王子市,0.61,1.36,0.27,3.82,6.55,0.73,0.45,1.09,0.73,,2.82,0.09,0.18,,,0.5,,,,,,,5.28,3.0,93.78
2025,36,2025-09-01,2025-09-07,町田市,0.62,2.63,0.13,5.13,14.38,0.25,0.5,1.5,1.5,,3.5,0.25,0.38,0.13,,,,,,,,,3.85,,103.92
2025,36,2025-09-01,2025-09-07,西多摩,0.07,,0.13,1.5,3.25,0.38,,0.13,,,0.13,0.13,,,,,,,2.0,,,,2.43,1.0,20.43
2025,36,2025-09-01,2025-09-07,南多摩,0.43,0.78,0.33,0.44,4.33,0.56,0.56,0.89,0.22,,0.56,,0.22,,,,,,,,,,6.0,,46.86
2025,36,2025-09-01,2025-09-07,多摩立川,0.52,0.64,0.07,2.0,2.71,0.07,0.14,0.29,0.14,,1.86,,0.14,,,1.5,,,,,,,4.05,6.0,37.43
2025,36,2025-09-01,2025-09-07,多摩府中,0.15,1.62,0.1,2.19,3.52,0.14,0.57,0.1,0.19,,1.76,0.19,0.19,,,0.33,,,0.33,,,,4.06,4.0,57.18
2025,36,2025-09-01,2025-09-07,多摩小平,0.65,1.93,0.27,2.07,7.93,0.13,0.93,0.47,0.27,,1.47,0.07,,,,1.0,,,2.5,,,,4.96,6.5,58.09
2025,36,2025-09-01,2025-09-07,島しょ,,,,,,,,,,,,,,,,,,,1.0,,,,3.5,1.0,19.0
2025,37,2025-09-08,2025-09-14,報告数/定点数,0.67,1.43,0.23,1.88,5.25,0.14,0.59,0.28,0.34,,1.31,0.03,0.2,0.02,,1.13,,0.04,0.52,0.08,,0.2,4.43,2.56,54.63
2025,37,2025-09-08,2025-09-14,千代田,0.5,,,,3.0,,,,,,,,0.33,,,,,,,,,,2.75,1.0,27.75
2025,37,2025-09-08,2025-09-14,中央区,1.6,1.33,,,4.0,,1.33,0.67,1.0,,1.67,,,,,6.0,,,,,,,1.6,,41.8
2025,37,2025-09-08,2025-09-14,みなと,1.22,1.0,0.33,1.33,4.17,,1.17,0.17,0.83,,0.5,,0.5,,,,,,,,,1.0,3.33,7.0,51.44
2025,37,2025-09-08,2025-09-14,新宿区,0.42,1.63,,0.88,3.75,,0.13,0.13,0.25,,0.13,0.13,,,,,,0.5,,,,,3.42,1.0,24.17
2025,37,2025-09-08,2025-09-14,文京,0.86,1.0,0.25,2.75,3.25,0.25,,0.25,0.75,,0.75,0.25,,0.25,,,,,,,,,4.57,7.0,75.43
2025,37,2025-09-08,2025-09-14,台東,0.71,0.5,,1.25,12.5,,3.0,0.75,0.75,,1.5,0.25,0.5,,,,,,,,,,3.57,,66.86
2025,37,2025-09-08,2025-09-14,墨田区,0.63,0.6,0.2,1.0,2.0,,1.2,0.2,,,0.8,,,,,,,,1.0,,,1.0,4.5,2.0,22.25
2025,37,2025-09-08,2025-09-14,江東区,1.5,2.56,,1.33,9.89,0.44,0.67,,0.33,,0.78,,,,,,,,,,,,3.36,,61.29
2025,37,2025-09-08,2025-09-14,品川区,,0.75,0.38,0.75,2.75,0.13,0.25,,0.63,,0.75,,,,,,,,,,,,2.5,,30.08
2025,37,2025-09-08,2025-09-14,目黒区,0.88,1.4,0.2,0.6,3.4,,1.2,,0.2,,2.0,,0.4,,,,,,,,,,3.38,,42.5
2025,37,2025-09-08,2025-09-14,大田区,0.29,2.0,0.69,2.46,6.54,,0.23,0.38,0.08,,0.85,,,,,1.0,,,1.0,,,1.0,3.62,1.0,36.81
2025,37,2025-09-08,2025-09-14,世田谷,0.67,1.53,0.2,1.0,2.87,0.13,0.47,0.27,0.33,,2.4,,0.13,,,2.0,,,0.5,,,0.5,3.54,2.5,53.38
2025,37,2025-09-08,2025-09-14,渋谷区,1.0,1.0,,,4.0,0.5,,,0.75,,0.75,,,,,2.0,,,,,,,7.14,2.0,36.29
2025,37,2025-09-08,2025-09-14,中野区,0.8,0.5,,4.0,5.33,,2.17,0.17,0.33,,0.83,0.17,,,,,,,,,,,5.4,,84.9
2025,37,2025-09-08,2025-09-14,杉並,1.0,1.0,0.09,0.82,3.73,,,,0.36,,0.55,,0.18,0.09,,,,,1.0,,,,3.24,4.5,32.94
2025,37,2025-09-08,2025-09-14,池袋,1.63,2.4,,0.6,1.8,,0.6,,,,0.8,,,,,2.0,,,,,,,4.13,,56.25
2025,37,2025-09-08,2025-09-14,北区,1.18,2.43,0.29,3.43,5.29,,1.57,0.14,,,1.86,,,,,2.0,,,,,,,5.36,,55.64
2025,37,2025-09-08,2025-09-14,荒川区,2.29,5.5,1.75,1.25,9.75,0.25,1.25,,0.5,,3.0,,0.25,0.25,,,,,,,,,2.29,,68.57
2025,37,2025-09-08,2025-09-14,板橋区,0.56,0.4,,0.6,3.1,,0.1,0.2,0.1,,1.4,,,,,7.0,,,,,,,4.5,1.0,39.06
2025,37,2025-09-08,2025-09-14,練馬区,0.38,1.0,0.15,1.54,6.69,,0.15,,0.31,,1.38,,0.46,,,1.5,,,,,,,5.19,,41.57
2025,37,2025-09-08,2025-09-14,足立,0.65,2.62,0.69,1.38,5.38,,0.38,0.23,0.46,,0.62,,,0.08,,,,,,,,,5.25,,58.95
2025,37,2025-09-08,2025-09-14,葛飾区,0.15,,,2.13,5.88,,,0.38,0.25,,1.75,,0.5,,,,,,3.0,1.0,,,4.08,6.0,42.15
2025,37,2025-09-08,2025-09-14,江戸川,0.42,1.92,0.58,2.25,4.42,0.08,0.33,0.5,0.33,,1.25,,0.83,,,0.5,,,,,,,4.58,,55.11
2025,37,2025-09-08,2025-09-14,八王子市,0.67,1.45,,2.73,5.64,0.27,0.45,1.0,0.09,,2.36,0.09,,,,,,,,,,,5.67,2.0,116.0
2025,37,2025-09-08,2025-09-14,町田市,0.46,1.88,0.25,7.5,15.38,0.88,1.0,1.13,0.13,,3.25,0.25,0.38,,,,,,,,,,5.15,,119.54
2025,37,2025-09-08,2025-09-14,西多摩,0.21,,,2.38,2.63,0.25,0.13,,0.13,,0.13,,,0.13,,,,,1.0,,,,3.36,1.0,24.93
2025,37,2025-09-08,2025-09-14,南多摩,0.64,1.11,0.11,1.0,5.0,0.33,0.33,0.56,0.56,,1.56,,,,,1.0,,,,,,,4.5,,52.57
2025,37,2025-09-08,2025-09-14,多摩立川,0.29,0.79,0.07,2.43,3.14,0.29,0.64,,0.36,,0.86,0.14,0.29,,,1.5,,,,,,,5.95,2.0,39.48
2025,37,2025-09-08,2025-09-14,多摩府中,0.48,1.81,0.14,2.24,4.38,0.05,0.43,0.33,0.33,,2.19,,0.29,,,0.67,,,,,,,5.39,1.67,65.82
2025,37,2025-09-08,2025-09-14,多摩小平,0.87,1.67,0.4,2.53,8.47,0.33,1.4,0.47,0.73,,1.07,,0.4,0.07,,1.0,,,2.0,0.5,,0.5,5.35,5.0,74.83
2025,37,2025-09-08,2025-09-14,島しょ,,,,,,,,,,,,,,,,,,,,,,,3.0,,24.0
2025,38,2025-09-15,2025-09-21,報告数/定点数,1.0,1.27,0.21,1.34,4.44,0.24,0.49,0.24,0.32,,1.0,0.05,0.13,0.02,,0.87,,0.04,0.44,,0.04,0.28,4.06,3.28,50.15
2025,38,2025-09-15,2025-09-21,千代田,1.0,0.67,,,1.67,,,,,,0.67,,,,,,,,,,,,3.5,0.5,27.25
2025,38,2025-09-15,2025-09-21,中央区,2.0,0.67,,0.33,5.67,0.67,0.67,0.67,0.33,,1.67,,,,,1.0,,,,,,,3.0,,47.2
2025,38,2025-09-15,2025-09-21,みなと,1.67,1.17,0.83,0.67,3.33,0.33,0.33,,0.33,,1.33,,,,,,,,,,,,2.44,3.0,46.11
2025,38,2025-09-15,2025-09-21,新宿区,,0.13,,0.75,2.25,0.13,0.13,,0.13,,0.38,,,,,0.5,,,,,,,2.33,2.0,19.58
2025,38,2025-09-15,2025-09-21,文京,1.29,1.0,0.25,1.0,6.75,1.0,0.25,0.5,0.5,,1.75,,0.25,,,,,,,,,,5.43,13.0,77.57
2025,38,2025-09-15,2025-09-21,台東,0.14,1.25,,2.0,14.0,,0.25,0.5,,,3.75,0.25,0.5,,,,,,,,,,1.43,,51.86
2025,38,2025-09-15,2025-09-21,墨田区,0.63,1.0,,0.2,0.8,0.2,0.2,,,,1.4,,0.2,,,,,,2.0,,,,4.25,2.0,17.0
2025,38,2025-09-15,2025-09-21,江東区,2.57,1.44,0.44,1.0,6.78,,1.22,0.22,0.67,,1.11,0.11,,,,1.0,,,,,,,3.71,,59.57
2025,38,2025-09-15,2025-09-21,品川区,0.58,1.88,0.13,0.13,1.63,,0.25,0.13,0.13,,0.25,0.25,,,,1.0,,,,,,,2.25,,28.5
2025,38,2025-09-15,2025-09-21,目黒区,1.0,1.0,,0.6,2.4,,0.2,0.2,,,1.0,,0.4,,,,,,,,,,2.88,,33.88
2025,38,2025-09-15,2025-09-21,大田区,0.43,1.85,0.46,1.69,5.77,0.08,0.23,0.31,0.15,,1.0,,0.08,,,2.0,,,,,,,3.24,,33.95
2025,38,2025-09-15,2025-09-21,世田谷,1.0,1.27,0.27,0.47,2.87,0.13,0.47,0.13,0.47,,1.53,0.13,,,,2.5,,,0.5,,,1.0,3.46,2.0,46.63
2025,38,2025-09-15,2025-09-21,渋谷区,1.43,0.75,,0.25,4.0,,,,0.5,,,,,,,,,1.0,,,,,3.86,4.0,28.0
2025,38,2025-09-15,2025-09-21,中野区,1.6,0.67,,2.33,5.67,0.67,1.17,,0.33,,1.0,,,,,,,,,,,,5.3,,98.0
2025,38,2025-09-15,2025-09-21,杉並,0.82,1.09,0.09,0.36,3.82,0.09,0.45,,0.27,,0.91,,0.09,,,,,,1.0,,,,3.82,2.5,28.82
2025,38,2025-09-15,2025-09-21,池袋,0.75,1.8,0.2,1.0,1.6,0.4,,,,,1.2,,,,,2.0,,,1.0,,,,3.38,,52.38
2025,38,2025-09-15,2025-09-21,北区,0.55,1.43,0.14,1.71,3.57,0.57,0.43,0.57,0.57,,0.71,0.14,,,,,,,,,,,6.09,,46.0
